stair1_50,,ascentVelocity,ascentDistance,ascentTime,descentVelocity,length,verticalDistance,totalDistance,maxVelocity,maxVelTime,maxVelSlope,lastY,maxY,startDeltaTimeVelocity,afterCrossVelocity,total count
Head 1
,avg,0.18489146310552926,0.13429881203299224,0.7370296666666665,0.02016447597631118,83.8125,0.1300401142875847,0.23911599079643486,0.37233222610732186,0.19606285416666666,1.995460271633843,1.7910365287497914,1.7952952264951987,0.16556345330938338,1.0,48
,SD,0.031540024980484055,0.01488446505072027,0.08705586479222535,0.010838294420259645,9.769545046554965,0.014817529928736629,0.029001157341759388,0.06789359930593156,0.04324077921986644,0.5695645058687713,0.3271042794390998,0.3270024343635434,1.6622142595378808,0.0
Head 2
,avg,0.1783906091081443,0.1362941465282567,0.7812421874999999,0.013367907589770705,81.25,0.13376544319967562,0.23271486016868756,0.3637690487038379,0.2099516041666666,1.8092356060188453,1.932046153955974,1.934574857284555,0.15961270033366176,1.0,48
,SD,0.031953713210821966,0.016221418433724565,0.12104014415777797,0.015662129367386906,10.631125685144228,0.01784838845816241,0.03268038579417785,0.0686547063554615,0.04322590664209156,0.5151625137314081,0.32947166508301406,0.3285822050428155,1.8051196425939653,0.0
First Foot
,avg,0.5109699841554176,0.19578800182257292,0.3914854468085107,0.22664747583802933,61.97872340425532,0.12678546352690576,0.396969153246842,0.850520138751769,0.2108725957446808,4.349070349515111,0.13373087281516172,0.2027334111108289,0.22828273185280729,0.25474697999718715,47
,SD,0.10429756626596509,0.027839438596678687,0.059469650729293784,0.08073040892834606,9.90484377893952,0.00833421207891777,0.0746998363350048,0.18930142816772466,0.055931468252868925,1.5428210826758852,0.004306725028833187,0.02783722123250031,0.037784635453099874,0.048425092891031585
Second Foot
,avg,0.5691218105432312,0.32988944244395313,0.5909663125000001,0.2205674313636282,83.8125,0.2541196396173182,0.59560424368552,1.0150366826272554,0.41203291666666675,2.6546992872450033,0.2672578394696275,0.34302764229626265,0.1610038345367817,0.8887322620059169,48
,SD,0.09927754058745689,0.02761598095567112,0.07783175035376956,0.05410679291284755,9.769545046554965,0.01116413097671826,0.07095547292172766,0.20884857522424854,0.08053346174645701,1.082902389300992,0.007080814074491935,0.02506811153736595,0.1837418754865377,0.2580906264380591
Last Foot
,avg,0.46933501179586234,0.23821726530183712,0.5099239787234042,0.29444799487242884,81.12765957446808,0.12293174297169156,0.5172067992229324,0.7539089514297743,0.3869937659574468,2.0560185534652424,0.2646479019767949,0.3799334243069404,0.15796847863932753,0.7115852023601468,47
,SD,0.06777569189433628,0.038296637948760315,0.06612138696608456,0.08108061114244994,10.710140395362044,0.012919592847032011,0.09773546382177771,0.15651808002678094,0.08114281198831326,0.6724195182932425,0.00837585883345376,0.03799369297535969,0.22519315667029538,0.16570329680853477
Net speed(second)
,avg,0.3534501330593915,0.1971645661485179,0.5679236136363636,0.20865562385510578,82.4090909090909,0.12424174700567635,0.44596699838599,0.7907527944306242,0.3762588636363637,2.24122037417941,0.14846905758927978,0.22139187673212132,0.05874178796532493,0.6136546776354918,44
,SD,0.06363448200974335,0.021081452886168434,0.07416562836903258,0.05873033104718053,8.671578921496103,0.009721420311763495,0.06682633097226269,0.14221701073014434,0.08801857068012588,0.7627896979108088,0.017040053599528995,0.029261568476806606,0.16526128029750223,0.2013385002285533
Net speed(last)
