stair1_50,,ascentVelocity,ascentDistance,ascentTime,descentVelocity,length,verticalDistance,totalDistance,maxVelocity,maxVelTime,maxVelSlope,lastY,maxY,startDeltaTimeVelocity,afterCrossVelocity,total count
Head 1
,avg,0.18091068920103606,0.13240980341880343,0.7436772735042742,0.0213347641690843,90.51282051282051,0.1265871367521368,0.24913501649902814,0.3841813878800915,0.08546923076923081,7.2742476175716035,0.11798362393162397,0.12380629059829061,0.28969868760856415,1.0,117
,SD,0.028088014583055074,0.013333815984366419,0.10687675418972231,0.011908409039241155,10.354086178495715,0.013169985539456901,0.03500378282356681,0.09308982781677132,0.06724062346850991,7.528418864201343,0.012923118491713992,0.01235488406214549,0.07007234149964112,0.0
Head 2
,avg,0.16780872585048193,0.1292865132743363,0.7867177964601769,0.013493637100158077,82.27433628318585,0.1271088584070796,0.2254753741173563,0.37498391883733856,0.05889813274336284,8.696753092800908,0.2546605132743362,0.2568381681415928,0.3126402545396315,1.0,113
,SD,0.02876450451060141,0.013431579553204889,0.12259905107986864,0.013914036737919034,9.18468115517963,0.014199955097066765,0.02992168961519765,0.08942861493282549,0.0535806025997,8.200548276029478,0.013382322571884363,0.013651686095677525,0.058933151002694535,0.0
First Foot
,avg,0.5653965573224434,0.20671782645221237,0.3757091238938053,0.24059017698787183,66.10619469026548,0.11998913238141601,0.4529146238238508,1.018962455978857,0.09252611504424782,13.604694882403443,0.1286949741327434,0.21542366820353978,0.5982731285402991,0.3128955996329876,113
,SD,0.1281993164066952,0.034536980960333155,0.06748930311349878,0.07273355561012361,12.762197241853448,0.010903860633185289,0.10257274426719447,0.2992487644550821,0.04280214757736524,10.608108641463991,0.00833285707330612,0.033570926576258396,0.22375720000955324,0.14829153958954439
Second Foot
,avg,0.5702900219526782,0.3416254876260868,0.6094625043478263,0.24599988375299833,90.45217391304348,0.24447916153913055,0.6643256880094999,1.1472714040243137,0.2983545043478262,4.639355705548101,0.26018898293043485,0.35733530901739147,0.34978684597993637,0.8847289133760905,115
,SD,0.09064832554544774,0.03259248515595456,0.08646668161183835,0.06493774231569378,10.433427448234848,0.015677828888066396,0.10131177213838383,0.3380930810736657,0.16468053853997197,2.7230077305250315,0.010912670893702363,0.029752853317820845,0.062077662492465144,0.26511936564269606
Last Foot
