,,descentVelocity,maxVelocity,ascentVelocity,ascentDistance,length,verticalDistance,lastY,maxY,total count
stair1
Head 1
,avg,0.010330181523943507,0.5157713916660726,0.2669475342971897,0.20481077127899563,76.89090909090909,0.20298372366732945,1.401588397869632,1.403415445481298,55
,SD,0.01801822638449355,0.15031470283869686,0.09117266074580031,0.06778533780850798,5.23510085783794,0.06688591783300592,0.07413432078033678,0.07504312241863392
Head 2
,avg,0.00560948491052643,0.5016804238782531,0.2942754553951415,0.191059629643179,61.89090909090909,0.19052224000629983,1.5943159955846988,1.594853385221578,55
,SD,0.010576203600095268,0.14950382860584646,0.09710954346574419,0.06471140501831421,8.094156651611485,0.0645197669031879,0.1345952723410231,0.13481819279238658
First Foot
,avg,0.268037252382551,1.2393671704539473,0.7308677792478661,0.25585998564244244,53.07272727272727,0.19219918062549726,0.19348118070505557,0.2571419857220008,55
,SD,0.05790473626214848,0.35366344548351386,0.21793696469488893,0.07188305542190694,5.755170151357333,0.05721341396850066,0.05735722542374948,0.07203505702282673
Second Foot
,avg,0.2561756594539194,1.8388318003378894,1.0853692934234995,0.4514710673715624,64.74545454545455,0.37572734467191893,0.3784980689837822,0.45424179168342566,55
,SD,0.06392218768063494,0.4708086424703848,0.3033157685905638,0.12731999464991287,4.980756356648808,0.11999605092627298,0.12057106039034937,0.12794896569805153
Last Foot
,avg,0.3482464651531005,1.3789449084029282,0.8156668478917081,0.284096354556059,54.61818181818182,0.19394782521518755,0.37708233167297434,0.4672308610138458,55
,SD,0.10020411903401133,0.32266796720595775,0.1813310215012188,0.08465994267054416,5.700050746475568,0.0641238980019776,0.12473472785958568,0.14513041548539
stair2
Head 1
,avg,0.010708184538266555,0.5173137679881797,0.2690555153668757,0.20566027076628285,76.89285714285714,0.2037533560214588,1.402413399495347,1.4043203142401708,56
,SD,0.018075336516910945,0.14940507808688067,0.09169740736875322,0.06747215580290994,5.188168447220529,0.06653131899961648,0.0737237479581467,0.07467222753457384
Head 2
,avg,0.005509315537124172,0.5042662516482845,0.29593092250443415,0.19256185363700343,61.94642857142857,0.19203406024363995,1.5966377135884415,1.597165506981805,56
,SD,0.01050764089744388,0.14939886380918635,0.09701854098616693,0.06509151409561113,8.032122213020541,0.06491665907046698,0.13449483241110463,0.1347048608860416
First Foot
,avg,0.2688024170135404,1.2450060437490724,0.7347706473489625,0.2573191138266073,53.160714285714285,0.19319134551945202,0.1944904647991521,0.2586182331063075,56
