,,descentVelocity,maxVelocity,ascentVelocity,ascentDistance,length,verticalDistance,lastY,maxY,total count
stair1
Head 1
,avg,0.04875116026864994,0.48641343499095496,0.29730834424277053,0.1910780896709635,74.23636363636363,0.17967622717928985,1.3583415083339339,1.3697433708256073,55
,SD,0.056891274907991514,0.14095511653310266,0.10104916971051713,0.061140006834086894,9.417514893901654,0.05381879646399311,0.08001376461843185,0.08651318289154161
Head 2
,avg,0.0006703978524942632,0.5260506755567179,0.30351143688103255,0.21323430796389542,63.90909090909091,0.21319181898275097,1.5691184148773136,1.5691609038584575,55
,SD,0.0026293900383902963,0.1903685256594876,0.1042761490261595,0.0819354746695682,6.923668831092706,0.08188870895518902,0.15874052209848197,0.15878298604592261
First Foot
,avg,0.24794278820296867,1.1727896920959784,0.7042919857609092,0.255386598278336,57.27272727272727,0.18371295484113248,0.18503366757808395,0.25670731101528754,55
,SD,0.07228022238464706,0.2845353179613249,0.17614928472229582,0.0768904362954445,9.859844264775171,0.06510687916973855,0.06529735124802173,0.07717276385039529
Second Foot
,avg,0.21112443796580171,1.603811866191238,0.9196715439583901,0.4215554622926558,62.6,0.36931536446167945,0.3803324401533912,0.43257253798436773,55
,SD,0.06631288487987122,0.4161691692984761,0.24152925964820401,0.1428467503410955,9.480314532565027,0.13246700160076386,0.13159577879056972,0.1439750214434939
Last Foot
,avg,0.25539816325794273,1.2936730885525152,0.7496392759192219,0.2600350436224959,53.96363636363636,0.19423443327608775,0.3735161352988542,0.43931674564526263,55
,SD,0.08001325047779305,0.31931749961309974,0.18240053317029487,0.08269071189526435,6.378838983456117,0.0639763668702897,0.12580636169923076,0.1444001791023262
stair2
Head 1
,avg,0.048030946559498876,0.4885189940851111,0.2986409291173383,0.19209371161597716,74.33928571428571,0.18086204465147918,1.3597962912497723,1.3710279582142701,56
,SD,0.056633464964821294,0.1405609791318472,0.10062934270973137,0.061058009127498404,9.364211479492175,0.05405626024008224,0.08002674000942081,0.08626492647543227
Head 2
,avg,0.0006584264622711513,0.5287820329562906,0.3054678414466319,0.21458987698771098,63.910714285714285,0.2145481467383727,1.5720024423387922,1.57204417258813,56
,SD,0.002607319594689043,0.18974547899231645,0.10435448661069337,0.0818205700252367,6.8615824541799535,0.08177526705743003,0.15876412687048158,0.1588050686803074
First Foot
,avg,0.2476762495321286,1.176439390305965,0.7062182446311069,0.25646608414843525,57.339285714285715,0.18487026934320316,0.18617791712821566,0.25777373193344777,56
