,,descentVelocity,maxVelocity,ascentVelocity,ascentDistance,length,verticalDistance,lastY,maxY,total count
stair1
Head 1
,avg,0.025979635612581837,0.4729680793955068,0.27066919220934754,0.1913541003169859,75.68518518518519,0.1867780046088532,1.4304795455368646,1.4350556412449975,54
,SD,0.02752650064629432,0.12163297359762104,0.07249161750694003,0.05407746322336461,6.957074933646548,0.05534843140031946,0.05338792166298699,0.05288257098900193
Head 2
,avg,0.004328477366282863,0.4761912167028632,0.24987047243064384,0.18394698466420092,69.94444444444444,0.18327102679593915,1.6100232267376187,1.6106991846058802,54
,SD,0.012299499512620583,0.1291772503093914,0.07355012004879702,0.061840081152269216,7.432203867022733,0.06253072655955452,0.1155931947487747,0.11498475373440323
First Foot
,avg,0.2858003935534968,1.4324707398593433,0.8798104732603078,0.2828222247492837,57.05555555555556,0.19559468028474056,0.1972937443155857,0.2845212887801289,54
,SD,0.05654581770137335,0.3186324782100076,0.1990800887529751,0.07178509219103069,9.978526326783978,0.05696882489328474,0.057128450307404176,0.07188870130291879
Second Foot
,avg,0.22315608023017666,1.7626386669257545,1.0547473934833511,0.42906739419442336,59.333333333333336,0.3731999626545391,0.37546497478558505,0.4313324063254695,54
,SD,0.03790292478801246,0.40486075109666136,0.2384627431740445,0.11818491847316294,6.094928067512212,0.12083390195636592,0.12127967333475596,0.11861981845948803
Last Foot
,avg,0.2502979622163979,1.3119420868419451,0.7691286574450017,0.26813138421405464,57.48148148148148,0.19623657668830857,0.37829179898860504,0.4501866065143512,54
,SD,0.03552578627005334,0.27121949152279173,0.1455791735189968,0.06570960501634564,6.232355065066853,0.061995202131997475,0.12438962144830014,0.12801450787088753
stair2
Head 1
,avg,0.02594238258638073,0.47300200710981516,0.2709978629746499,0.19236649569641245,75.87272727272727,0.18783009176503793,1.4313383088016531,1.435874712733028,55
,SD,0.027276485568438688,0.1205224047908617,0.07187017355247381,0.054097584289729134,7.029947744418604,0.055385211989023214,0.05327542303865782,0.05274416623362364
Head 2
,avg,0.004249777777804993,0.4783174482978755,0.2505627375065752,0.18502342435391905,70.07272727272728,0.1843597566287166,1.6118248732336697,1.612488540958872,55
,SD,0.012200886877611108,0.12894763591387548,0.07305574515077133,0.06178378279985373,7.424418056054924,0.0624740518101028,0.1153001531724614,0.11469088800477015
First Foot
,avg,0.28515757741710357,1.434582779103243,0.8804668305809437,0.2839710394247506,57.25454545454546,0.19660923575768577,0.1983166631230233,0.28567846679008824,55
