,time,y,velY,type
0,0.0,0.24444200000000005,0.067078102504083,Head 2
1,0.011111,0.24586599999999992,0.0976196920584437,Head 2
2,0.022222,0.2470000000000001,0.09984035633433347,Head 2
3,0.033333,0.249266,0.1518911978773584,Head 2
4,0.044444,0.25087499999999996,0.14835132299591852,Head 2
5,0.05555499999999999,0.2521310000000001,0.13069622670361788,Head 2
6,0.066666,0.2533909999999999,0.12204868035747077,Head 2
7,0.077777,0.26754199999999995,0.6978257081924166,Head 2
8,0.088888,0.27430200000000005,0.6531158961266331,Head 2
9,0.09999899999999999,0.2780960000000001,0.49728965538039316,Head 2
10,0.11110999999999999,0.28471899999999994,0.5466828080699925,Head 2
11,0.122221,0.29262900000000003,0.6292949635705953,Head 2
12,0.133332,0.29656799999999994,0.49190425435301954,Head 2
13,0.144443,0.3036479999999999,0.5645553132083689,Head 2
14,0.155554,0.31049400000000005,0.5903507373349977,Head 2
15,0.16666499999999998,0.3169900000000001,0.5874982918967337,Head 2
16,0.177776,0.3233250000000001,0.5788269967268738,Head 2
17,0.188887,0.3300989999999999,0.5942465466939129,Head 2
18,0.19999799999999998,0.336174,0.5705010071242966,Head 2
19,0.211109,0.3438460000000001,0.6304939559966782,Head 2
20,0.22221999999999997,0.3496730000000001,0.577464600174562,Head 2
21,0.23333099999999998,0.355839,0.5662050748150236,Head 2
22,0.244442,0.3640589999999999,0.6530062364444974,Head 2
23,0.255553,0.3695090000000001,0.571755570746782,Head 2
24,0.266664,0.3752090000000001,0.542380350399043,Head 2
25,0.277775,0.3828340000000001,0.614318606483834,Head 2
26,0.288886,0.388633,0.5681169128180077,Head 2
27,0.29999699999999996,0.393907,0.5213908297327372,Head 2
28,0.311108,0.400045,0.5369081769939889,Head 2
29,0.322219,0.40471199999999996,0.4784711886679951,Head 2
30,0.33332999999999996,0.4092260000000001,0.44236762565431653,Head 2
31,0.344441,0.4145270000000001,0.45973119830101306,Head 2
32,0.355552,0.4186540000000001,0.41558245631907786,Head 2
33,0.36666299999999996,0.4223950000000001,0.37613791162637333,Head 2
34,0.377774,0.4268940000000001,0.3905259803834338,Head 2
35,0.388885,0.43124300000000004,0.39096994726128476,Head 2
36,0.39999599999999996,0.43528100000000003,0.37719679074881296,Head 2
37,0.411107,0.4392750000000001,0.3683301926923821,Head 2
38,0.422218,0.44312299999999993,0.35732682796350057,Head 2
39,0.43332899999999996,0.4469989999999999,0.35308515819919206,Head 2
40,0.44443999999999995,0.45010799999999995,0.31644897816358797,Head 2
41,0.455551,0.45332700000000004,0.30308093764628335,Head 2
42,0.46666199999999997,0.456218,0.28163676978615027,Head 2
43,0.47777299999999995,0.4593940000000001,0.28373981410737037,Head 2
44,0.488884,0.462831,0.29653645371914794,Head 2
45,0.49999499999999997,0.466067,0.2938896830741369,Head 2
46,0.511106,0.4687890000000001,0.26943606644932266,Head 2
47,0.5222169999999999,0.4717279999999999,0.2669743557878781,Head 2
48,0.533328,0.4747699999999999,0.27037854680762774,Head 2
49,0.544439,0.4773640000000001,0.25192044071549635,Head 2
50,0.55555,0.48026499999999994,0.2565065258207947,Head 2
51,0.566661,0.48302500000000004,0.2524545049228218,Head 2
52,0.577772,0.48546599999999995,0.2360733509223917,Head 2
53,0.5888829999999999,0.4882820000000001,0.2447579426738748,Head 2
54,0.5999939999999999,0.490737,0.23285507609797934,Head 2
55,0.611105,0.49285200000000007,0.2116034898085113,Head 2
56,0.622216,0.495074,0.20579274481425233,Head 2
57,0.633327,0.4970570000000001,0.19213226476605283,Head 2
58,0.644438,0.49899099999999996,0.18309700269172413,Head 2
59,0.6555489999999999,0.501066,0.18492443510520187,Head 2
