,time,y,velY
0,0.0,0.008452226752643848,0.08508286678165836
1,0.011111,0.009958220687659787,0.11031183817059421
2,0.022222,0.011857341558389986,0.14061721288109402
3,0.033333,0.014257210121826956,0.17830377174686374
4,0.044444,0.017236878607680785,0.22323830860108146
5,0.05555499999999999,0.02082793533590254,0.2732183230622074
6,0.066666,0.025122440507308025,0.3298638267910031
7,0.077777,0.03011368239495656,0.3895400444209959
8,0.088888,0.03590236493355265,0.4552633413805138
9,0.09999899999999999,0.04248503656392021,0.5238548562886531
10,0.11110999999999999,0.049886261099520754,0.5949858628306979
11,0.122221,0.058119069236691814,0.6679730023887565
12,0.133332,0.06719515825992292,0.7424145915206813
13,0.144443,0.07709136506019304,0.8165410551100896
14,0.155554,0.08772219852405261,0.8866628173516233
15,0.16666499999999998,0.09916628911321711,0.9583206350804782
16,0.177776,0.11128912752067535,1.0246935012076968
17,0.188887,0.12400770538963958,1.0846884781245139
18,0.19999799999999998,0.13728671231567616,1.1399055263467757
19,0.211109,0.15103536662267447,1.1886483939446197
20,0.22221999999999997,0.1651406896701454,1.2290700815673472
21,0.23333099999999998,0.1794765577460354,1.2596555554038706
22,0.244442,0.19397450422244022,1.282241893281308
23,0.255553,0.2084989359480768,1.2947269103539374
24,0.266664,0.2229440966323916,1.297402186358446
25,0.277775,0.23715363781554719,1.2881368407787006
26,0.288886,0.2510205094034979,1.2680838820017488
27,0.29999699999999996,0.2644364353926082,1.237764647737905
28,0.311108,0.27728891915302956,1.1972498767634427
29,0.322219,0.2894516637065152,1.1459539165783577
30,0.33332999999999996,0.3008566143895479,1.0862048713047812
31,0.344441,0.3114073502829514,1.0178902987341787
32,0.355552,0.3211223460240444,0.9461243295080743
33,0.36666299999999996,0.3299010358307368,0.8681071565051146
34,0.377774,0.3377552367874705,0.7874961557313473
35,0.388885,0.34468572832563027,0.7056233158352434
36,0.39999599999999996,0.3506323189664883,0.6204109127487804
37,0.411107,0.3556036544750045,0.5339177913809715
38,0.422218,0.3595768484816626,0.4457544139452817
39,0.43332899999999996,0.36255744795773265,0.35700552467896995
40,0.44443999999999995,0.36452820660713325,0.26718778841277296
41,0.455551,0.36551996589128566,0.17822350828938555
42,0.46666199999999997,0.36525874654019497,0.07735676579572817
43,0.47777299999999995,0.36416154063007106,-0.010696376805308931
44,0.488884,0.3626623211794052,-0.07281373833811636
45,0.49999499999999997,0.36112143189394186,-0.10574758042202213
46,0.511106,0.35926233671175595,-0.13653391001057502
47,0.5222169999999999,0.35694393567771343,-0.17259604482809898
48,0.533328,0.35365948969500893,-0.23409956965122428
49,0.544439,0.3493865405775377,-0.3093344179581486
50,0.55555,0.3442499484129657,-0.3858161678744041
51,0.566661,0.3384562269572899,-0.45362815664334033
52,0.577772,0.33211854104512456,-0.5120127963562902
53,0.5888829999999999,0.32539693409500176,-0.5584817356870464
54,0.5999939999999999,0.31843890847342887,-0.5923551519571442
55,0.611105,0.31136832690182176,-0.6143569284944175
56,0.622216,0.30437928136978426,-0.6216886582908365
57,0.633327,0.2975446415858635,-0.6184061950405104
58,0.644438,0.29105661662547017,-0.6011671403783849
59,0.6555489999999999,0.2850216425457103,-0.5721601195438811
60,0.6666599999999999,0.2796276365901829,-0.5288127550976249
61,0.677771,0.2749505772907624,-0.47487615072046796
62,0.688882,0.27100552898390234,-0.4149670244584269
63,0.699993,0.26779497870850655,-0.35195971938409587
64,0.711104,0.26532339561070667,-0.2872022113165587
65,0.7222149999999999,0.2636673709907659,-0.21812295877414398
66,0.7333259999999999,0.2626655597759175,-0.15414343487480647
0,0.0,0.006800734154934737,0.08146929304311533
1,0.011111,0.008233600832334403,0.10521429180099545
2,0.022222,0.01003589729400857,0.13371129771735335
3,0.033333,0.012264927098616705,0.1671629931394856
4,0.044444,0.014804251610800102,0.19785224232545323
5,0.05555499999999999,0.01791040943028336,0.23870462082446983
6,0.066666,0.021622600739159212,0.2864025898144423
7,0.077777,0.026040120043706507,0.34199165151541555
8,0.088888,0.03123679703773891,0.4048486290171985
9,0.09999899999999999,0.037234322684130544,0.47231566750975285
10,0.11110999999999999,0.044048960025534066,0.5428195807355047
11,0.122221,0.0517699696782492,0.6188586992290219
12,0.133332,0.060383668555800636,0.6970496753075826
13,0.144443,0.0698991414277609,0.7767253988976153
14,0.155554,0.08030571125057318,0.8566630244786106
15,0.16666499999999998,0.09154358045518893,0.9340406835387272
16,0.177776,0.10353919279221062,1.0068282950148721
17,0.188887,0.11626687923251909,1.0761657648374907
18,0.19999799999999998,0.1296225905971891,1.1390959039591118
19,0.211109,0.14351099346362792,1.1945323308130904
20,0.22221999999999997,0.15782034476735582,1.2411934133467803
21,0.23333099999999998,0.1724260034949593,1.2778579220277
22,0.244442,0.1872180797715812,1.3045790499627254
23,0.255553,0.20206046635241595,1.3202036002596795
24,0.266664,0.21681728004992043,1.3241650571501116
25,0.277775,0.23136939521276023,1.3169342594201554
26,0.288886,0.2455936618316035,1.2985655285420132
27,0.29999699999999996,0.2593753514801684,1.2694650002787864
28,0.311108,0.2725968732082975,1.229706927649479
29,0.322219,0.285193149487685,1.1816915647781854
30,0.33332999999999996,0.29708010247026007,1.1257640157873054
31,0.344441,0.30822335250713484,1.0643332740656795
32,0.355552,0.3186269020581129,1.0003310484709664
33,0.36666299999999996,0.328209724801619,0.9313968600066146
34,0.377774,0.3369292369764291,0.858080401689481
35,0.388885,0.3447784345327622,0.7822576230539505
36,0.39999599999999996,0.3516692833968695,0.7012201113248013
37,0.411107,0.3575934056014892,0.61719822075194
38,0.422218,0.3626662987675301,0.5368815856725622
39,0.43332899999999996,0.3668406903366593,0.4562902919420856
40,0.44443999999999995,0.3701875571659083,0.3787556593923823
41,0.455551,0.37273112675978903,0.3038396060385882
42,0.46666199999999997,0.3745095271414865,0.23194862048385465
43,0.47777299999999995,0.3754925706490366,0.1602117104556853
44,0.488884,0.3758430005638211,0.09587535908818176
45,0.49999499999999997,0.375514358992702,0.03314866095354731
46,0.511106,0.3745977373725992,-0.024674054911706628
47,0.5222169999999999,0.3731711123318407,-0.07653579627767504
48,0.533328,0.3712626233047154,-0.1241507631881272
49,0.544439,0.36893728687499666,-0.16671656734326334
50,0.55555,0.3662461663871635,-0.2044599166404533
51,0.566661,0.36320123616769895,-0.2392531884284329
52,0.577772,0.3598467701853332,-0.2705790729454636
53,0.5888829999999999,0.3561591847263777,-0.30123254155577917
54,0.5999939999999999,0.3520939975472778,-0.33355152318990794
55,0.611105,0.34790340034293954,-0.3553545215777767
56,0.622216,0.3439657252483254,-0.3548744120180362
57,0.633327,0.34043244697882186,-0.3364363181277995
58,0.644438,0.3372261248361892,-0.31250409834176257
59,0.6555489999999999,0.3340345803192821,-0.29987298864109385
60,0.6666599999999999,0.3305620137853045,-0.3062035510201082
61,0.677771,0.3268500800167748,-0.32014046548078967
62,0.688882,0.3229357678739289,-0.3362160406265382
63,0.699993,0.3188984646185311,-0.3497884836108034
64,0.711104,0.3148681453844088,-0.35626042100269634
65,0.7222149999999999,0.3107238773094513,-0.3646241388137209
66,0.7333259999999999,0.30649896747429317,-0.37243491321741345
67,0.7444369999999999,0.3023006163269836,-0.3751451475145477
68,0.755548,0.2981573543542462,-0.3740212270169895
69,0.766659,0.29418638171561007,-0.3657061692026764
70,0.77777,0.29040764562753085,-0.352897909013147
71,0.7888809999999999,0.2868782336680336,-0.33527408093521366
72,0.7999919999999999,0.28363327145395856,-0.31366180034858304
73,0.8111029999999999,0.28068947831376073,-0.28930291620335397
74,0.822214,0.27807872124568705,-0.2621367010174216
75,0.833325,0.27581940613806255,-0.23273854705377894
76,0.844436,0.2739242057480546,-0.2016541439259515
77,0.855547,0.27240651803500354,-0.16912370201657365
78,0.8666579999999999,0.27122735651836094,-0.13762464988519268
79,0.8777689999999999,0.2703817723772244,-0.10686399181041009
0,0.0,0.003154902189181782,0.07269984775264082
1,0.011111,0.004641773225614141,0.10325978961443395
2,0.022222,0.006516659269105144,0.13600061047146875
3,0.033333,0.008791227275412683,0.17035688908541213
4,0.044444,0.011473944230561018,0.20590191475908332
5,0.05555499999999999,0.014570233893875668,0.24228538557298285
6,0.066666,0.018082631806679253,0.27920217945751946
7,0.077777,0.022010938566648198,0.3163766616830818
8,0.088888,0.02635237136783042,0.353554760559038
9,0.09999899999999999,0.031101713806323816,0.3904999272371915
10,0.11110999999999999,0.03625146395161582,0.42699103756747536
11,0.122221,0.041791980683583696,0.4628212649797542
12,0.133332,0.047711628295155864,0.49779743887868855
13,0.144443,0.053996919360634124,0.5317396457951296
14,0.155554,0.06063265586967669,0.5644809519157705
15,0.16666499999999998,0.06760206862694235,0.5958671863019431
16,0.177776,0.07488695491739521,0.6257567544529633
17,0.188887,0.08246781443727072,0.654020467041778
18,0.19999799999999998,0.09032398349070232,0.6805413762367383
19,0.211109,0.09843376745200914,0.7052146158164532
20,0.22221999999999997,0.10677457149364462,0.727947243181176
21,0.23333099999999998,0.11532303273487472,0.7486582242919695
22,0.244442,0.1240635000349558,0.7676540738992506
23,0.255553,0.13296669968984673,0.7844750278996269
24,0.266664,0.14200863962015114,0.79912887972717
25,0.277775,0.15114809626289682,0.8108441015837577
26,0.288886,0.16038016778657688,0.8208694238312116
27,0.29999699999999996,0.1696742122724488,0.8286708961416849
28,0.311108,0.17898755723812695,0.8334401625735042
29,0.322219,0.18833134517075026,0.8371947430014179
30,0.33332999999999996,0.19765724547645147,0.838267081954368
31,0.344441,0.20689134641446072,0.8346722385745762
32,0.355552,0.21606338222085378,0.8300818580323632
33,0.36666299999999996,0.22510525248498356,0.8219291597843295
34,0.377774,0.23402554620353302,0.8123818113992058
35,0.388885,0.2428629078141106,0.8038761550280872
36,0.39999599999999996,0.2515216922658578,0.7915872743346357
37,0.411107,0.26007599918651636,0.7807412980735622
38,0.422218,0.26847676522430003,0.7684089011195671
39,0.43332899999999996,0.2766507245006442,0.752036296313729
40,0.44443999999999995,0.2846005107698235,0.7337621077095288
41,0.455551,0.2922811595263064,0.7125137042229981
42,0.46666199999999997,0.2996851359846511,0.6894391245597339
43,0.47777299999999995,0.30679366221909526,0.6646064416986497
44,0.488884,0.31360398366070213,0.6387707503969295
45,0.49999499999999997,0.3200682254489949,0.6102791646095325
46,0.511106,0.32621607170010847,0.5817954301633562
47,0.5222169999999999,0.33200067499628877,0.5512074665073059
48,0.533328,0.33742125422433633,0.5195322378008387
