(-0.4499962, 1.095345, 0.5544486)
(-0.4496431, 1.094886, 0.5547159)
(-0.4493225, 1.094556, 0.5550129)
(-0.4490249, 1.094151, 0.5552511)
(-0.4485967, 1.093702, 0.5558012)
(-0.4482548, 1.09317, 0.5561018)
(-0.4476991, 1.092682, 0.5563273)
(-0.4473333, 1.092231, 0.5563509)
(-0.4466312, 1.091606, 0.556612)
(-0.4460106, 1.091138, 0.5570366)
(-0.445471, 1.090801, 0.5572734)
(-0.4448512, 1.090565, 0.5575571)
(-0.4443882, 1.090287, 0.5578005)
(-0.4437935, 1.09011, 0.5580606)
(-0.4432492, 1.089969, 0.5582812)
(-0.4424927, 1.089955, 0.5585067)
(-0.441617, 1.089998, 0.5589118)
(-0.4404552, 1.08989, 0.55933)
(-0.4390461, 1.09003, 0.560008)
(-0.4378769, 1.08996, 0.5607903)
(-0.4367099, 1.089742, 0.5616426)
(-0.4355514, 1.089373, 0.5627284)
(-0.4343908, 1.088893, 0.5639312)
(-0.4332399, 1.08847, 0.5653753)
(-0.4320023, 1.087978, 0.5667596)
(-0.4307752, 1.087358, 0.5687542)
(-0.4297965, 1.086981, 0.5709214)
(-0.4285254, 1.086493, 0.5728931)
(-0.4274502, 1.085793, 0.5753076)
(-0.426338, 1.085029, 0.5775061)
(-0.4253483, 1.084162, 0.5799124)
(-0.4244123, 1.083184, 0.5825012)
(-0.423414, 1.082345, 0.5852642)
(-0.4226339, 1.081283, 0.5877032)
(-0.4218266, 1.080421, 0.5898075)
(-0.4210987, 1.079665, 0.5916412)
(-0.4202294, 1.07913, 0.5933757)
(-0.4191036, 1.078793, 0.5949125)
(-0.4178143, 1.078333, 0.5961938)
(-0.4168334, 1.077814, 0.5974386)
(-0.4157462, 1.077121, 0.5989306)
(-0.4149745, 1.076135, 0.5999994)
(-0.4144101, 1.075259, 0.6011128)
(-0.4135718, 1.07471, 0.6021574)
(-0.4128067, 1.075008, 0.6027565)
(-0.4119956, 1.075416, 0.6035917)
(-0.4113059, 1.075726, 0.6043162)
(-0.4107833, 1.076499, 0.6050987)
(-0.4102957, 1.07725, 0.6059332)
(-0.4096417, 1.078067, 0.6064327)
(-0.4090328, 1.078899, 0.6069932)
(-0.4086885, 1.079862, 0.6074307)
(-0.4085236, 1.080991, 0.6077716)
(-0.4081511, 1.08186, 0.6078668)
(-0.4078598, 1.083019, 0.6079433)
(-0.4075365, 1.084121, 0.6080637)
(-0.4074402, 1.085633, 0.6080413)
(-0.4072955, 1.086844, 0.6077933)
(-0.4070172, 1.087983, 0.6076736)
(-0.4069974, 1.08933, 0.6074147)
(-0.4067125, 1.090344, 0.6069672)
(-0.4064343, 1.091247, 0.6063693)
(-0.406179, 1.092217, 0.60601)
(-0.4058352, 1.092917, 0.6055422)
(-0.4054542, 1.093484, 0.6050277)
(-0.4052103, 1.0943, 0.604743)
(-0.4046736, 1.094736, 0.6042538)
(-0.404345, 1.09522, 0.6035078)
(-0.4037175, 1.095765, 0.6031029)
(-0.4029379, 1.096174, 0.6026504)
(-0.4018528, 1.096641, 0.6020174)
(-0.4009514, 1.097188, 0.6015344)
(-0.4001446, 1.0976, 0.6011024)
(-0.3990154, 1.097901, 0.6003582)
(-0.3979163, 1.098205, 0.5997875)
(-0.3967204, 1.098257, 0.5992608)
(-0.3952978, 1.098238, 0.598614)
(-0.3938651, 1.098262, 0.5978677)
(-0.3923533, 1.098029, 0.5970201)
(-0.3906896, 1.097783, 0.5961411)
(-0.3890078, 1.097481, 0.5951591)
(-0.387346, 1.097151, 0.5942247)
(-0.3853307, 1.096518, 0.5931666)
(-0.3834174, 1.096189, 0.592123)
(-0.381453, 1.095559, 0.5910199)
(-0.3790243, 1.094825, 0.5895152)
(-0.3763802, 1.093972, 0.5877318)
(-0.3737016, 1.093299, 0.5859137)
(-0.3711257, 1.092512, 0.5844483)
(-0.3678839, 1.091893, 0.5822225)
(-0.3644004, 1.091068, 0.5798798)
(-0.361316, 1.090313, 0.5776365)
(-0.3581336, 1.089456, 0.5755467)
(-0.3549221, 1.088354, 0.5733829)
(-0.3511045, 1.087554, 0.570744)
(-0.3474178, 1.086996, 0.5680451)
(-0.3431711, 1.086427, 0.5648177)
(-0.3383915, 1.085713, 0.5613723)
(-0.3341088, 1.08482, 0.5581062)
(-0.3299053, 1.083665, 0.5549717)
(-0.3256247, 1.082451, 0.5518579)
(-0.3209481, 1.081057, 0.548429)
(-0.3163474, 1.079678, 0.5450628)
(-0.3113263, 1.078249, 0.5415466)
(-0.3060896, 1.076774, 0.5378542)
(-0.3012421, 1.075192, 0.5346661)
(-0.2959616, 1.073108, 0.5317647)
(-0.2908242, 1.071057, 0.5286031)
(-0.2853739, 1.06887, 0.5254035)
(-0.2795777, 1.066715, 0.5220768)
(-0.2735729, 1.064556, 0.518517)
(-0.2680395, 1.062729, 0.5153036)
(-0.262552, 1.06127, 0.5121102)
(-0.2571235, 1.060239, 0.5090451)
(-0.2515268, 1.059441, 0.5059104)
(-0.2448599, 1.060791, 0.5025759)
(-0.2382433, 1.061997, 0.498925)
(-0.2311945, 1.066497, 0.4949684)
(-0.2246699, 1.072894, 0.490979)
(-0.2176321, 1.078581, 0.4865201)
(-0.2107525, 1.08784, 0.4819984)
(-0.2033162, 1.098169, 0.477052)
(-0.194793, 1.108046, 0.4711671)
(-0.1870906, 1.118585, 0.46629)
(-0.1784813, 1.132483, 0.4608765)
(-0.1701946, 1.142615, 0.4560242)
(-0.1627932, 1.154702, 0.4525316)
(-0.1562102, 1.166564, 0.449213)
(-0.1496243, 1.177132, 0.4464192)
(-0.1437752, 1.187648, 0.4446111)
(-0.1388535, 1.198176, 0.4424529)
(-0.1341169, 1.210018, 0.4402869)
(-0.1301985, 1.220603, 0.4380491)
(-0.1277184, 1.231201, 0.435879)
(-0.1256702, 1.243142, 0.4335673)
(-0.1239645, 1.253763, 0.4318624)
(-0.1234298, 1.263886, 0.4305875)
(-0.1221035, 1.275748, 0.4286218)
(-0.1220744, 1.285028, 0.427413)
(-0.1223803, 1.294375, 0.4261491)
(-0.1219416, 1.305108, 0.4243107)
(-0.1224701, 1.314849, 0.4231677)
(-0.1227176, 1.324755, 0.4221258)
(-0.1217065, 1.33599, 0.4204621)
(-0.1207218, 1.347654, 0.4193561)
