(0.7626208, 0.11585, 0.2001373)
(0.7642363, 0.1157533, 0.2010523)
(0.765368, 0.1139829, 0.2001388)
(0.7672147, 0.1126427, 0.1998146)
(0.7697358, 0.112277, 0.2006231)
(0.7697358, 0.112277, 0.2006231)
(0.7736577, 0.1103611, 0.2015218)
(0.7759464, 0.1082905, 0.200647)
(0.7775006, 0.1061359, 0.1997735)
(0.7785082, 0.1037538, 0.1997067)
(0.7801059, 0.1024305, 0.1999779)
(0.7808351, 0.1024374, 0.2014119)
(0.7805577, 0.1007581, 0.2015136)
(0.7809879, 0.09867948, 0.2015025)
(0.7818156, 0.09728645, 0.201746)
(0.782682, 0.09627729, 0.202393)
(0.7828748, 0.09549577, 0.2029423)
(0.7832232, 0.09485151, 0.2033467)
(0.7831319, 0.09478756, 0.2041242)
(0.7832868, 0.09501552, 0.2053855)
(0.784044, 0.09525623, 0.2063321)
(0.7846149, 0.09474976, 0.2067217)
(0.7845533, 0.09417502, 0.2071292)
(0.7848195, 0.09455179, 0.2078808)
(0.785268, 0.09451524, 0.2091554)
(0.7857946, 0.09387903, 0.2097361)
(0.7860809, 0.09351915, 0.2100625)
(0.7863224, 0.09297684, 0.2104546)
(0.7866255, 0.09296926, 0.2111635)
(0.7861849, 0.09355988, 0.2121703)
(0.7850976, 0.09325194, 0.2127874)
(0.7840477, 0.09335088, 0.2136923)
(0.7833202, 0.09348314, 0.2139124)
(0.7821597, 0.09275302, 0.2136843)
(0.7830178, 0.09266192, 0.2137216)
(0.7837431, 0.09281912, 0.2138384)
(0.7832437, 0.09254339, 0.2134712)
(0.7833144, 0.0933399, 0.2143067)
(0.7836761, 0.09452923, 0.2154563)
(0.7837319, 0.09369282, 0.2147147)
(0.7837319, 0.09369282, 0.2147147)
(0.7846479, 0.09404807, 0.2150548)
(0.7846006, 0.09528113, 0.215874)
(0.7844167, 0.09588684, 0.2160617)
(0.7843471, 0.09722834, 0.2168402)
(0.7846916, 0.09783518, 0.2173013)
(0.7846916, 0.09783518, 0.2173013)
(0.7850271, 0.09825025, 0.2176237)
(0.7859736, 0.09953824, 0.2185875)
(0.787032, 0.09984232, 0.2188188)
(0.7877845, 0.1002193, 0.2190997)
(0.7886929, 0.1001353, 0.2195187)
(0.7890635, 0.1002564, 0.2201112)
(0.789134, 0.1007652, 0.2205929)
(0.7894334, 0.1005114, 0.2204707)
(0.7899569, 0.1000482, 0.2202064)
(0.7910457, 0.1003897, 0.2205824)
(0.7926888, 0.100919, 0.2215865)
(0.7932064, 0.09991, 0.2213022)
(0.7933874, 0.09987655, 0.22177)
(0.7943461, 0.09992453, 0.2223555)
(0.795248, 0.09942666, 0.2224571)
(0.7956556, 0.09962611, 0.2229029)
(0.7966755, 0.0994766, 0.2236056)
(0.7977921, 0.09886078, 0.2237884)
(0.7991558, 0.09861796, 0.2240826)
(0.8009275, 0.0980584, 0.2245269)
(0.802308, 0.09757891, 0.2250574)
(0.8033477, 0.09777583, 0.2259574)
(0.8047845, 0.09721875, 0.2265372)
(0.8066252, 0.09596942, 0.2268362)
(0.8085335, 0.09557783, 0.2275089)
(0.8104146, 0.09486772, 0.2280321)
(0.8123536, 0.09412827, 0.2286379)
(0.8141909, 0.09362968, 0.2293285)
(0.8157501, 0.09266762, 0.2299766)
(0.8180867, 0.09172782, 0.2306131)
(0.8204736, 0.09102345, 0.2310518)
(0.8228158, 0.08959655, 0.2317202)
(0.8251371, 0.08813987, 0.2323047)
(0.8269461, 0.08701577, 0.233022)
(0.8293325, 0.08547042, 0.2333406)
(0.8321503, 0.08348648, 0.2333271)
(0.8358682, 0.082088, 0.2339004)
(0.8358682, 0.082088, 0.2339004)
(0.8403379, 0.08004349, 0.2362003)
(0.843387, 0.07891957, 0.2367638)
(0.8451701, 0.07816584, 0.2380024)
(0.8481975, 0.07585192, 0.2378224)
(0.852643, 0.07472271, 0.2383367)
