,foot_start_index,foot_end_index,head_speed_zero_index,head_speed_max_index,head_speed_max_to_foot_end_time,net_start_index,net_speed_max_index,stair_type,walk_speed
319,1.2777649999999998,1.9888689999999998,0.5222169999999999,0.122221,0.5888829999999999,0.211109,0.322219,stair2,100
320,0.7222149999999999,1.5222069999999999,0.5888829999999999,0.16666499999999998,0.633327,0.133332,0.36666299999999996,stair2,100
321,1.4110969999999998,2.3444209999999996,0.633327,0.155554,0.77777,0.255553,0.711104,stair2,100
322,0.488884,1.1999879999999998,0.511106,0.144443,0.566661,0.188887,0.311108,stair2,100
323,1.22221,1.7888709999999999,0.5222169999999999,0.033333,0.533328,0.11110999999999999,0.211109,stair2,100
324,0.488884,1.288876,0.5888829999999999,0.188887,0.611105,0.066666,0.311108,stair2,100
325,1.2555429999999999,1.877759,0.566661,0.09999899999999999,0.5222169999999999,0.177776,0.244442,stair2,100
384,0.5999939999999999,1.2777649999999998,0.44443999999999995,0.133332,0.544439,0.177776,0.266664,stair2,100
385,1.1999879999999998,1.877759,0.47777299999999995,0.122221,0.55555,0.177776,0.244442,stair2,100
386,0.633327,1.288876,0.388885,0.122221,0.533328,0.16666499999999998,0.22221999999999997,stair2,100
387,1.1999879999999998,1.899981,0.511106,0.122221,0.577772,0.188887,0.244442,stair2,100
388,0.644438,1.3888749999999999,0.422218,0.11110999999999999,0.633327,0.177776,0.255553,stair2,100
389,1.233321,1.9110919999999998,0.488884,0.122221,0.55555,0.188887,0.22221999999999997,stair2,100
390,0.622216,1.322209,0.388885,0.122221,0.577772,0.155554,0.244442,stair2,100
391,1.144433,1.8110929999999998,0.47777299999999995,0.09999899999999999,0.566661,0.19999799999999998,0.23333099999999998,stair2,100
392,0.5999939999999999,1.2777649999999998,0.411107,0.05555499999999999,0.622216,0.177776,0.255553,stair2,100
393,1.188877,1.877759,0.49999499999999997,0.09999899999999999,0.5888829999999999,0.177776,0.288886,stair2,100
394,0.5999939999999999,1.2555429999999999,0.39999599999999996,0.077777,0.577772,0.177776,0.277775,stair2,100
395,1.166655,1.822204,0.49999499999999997,0.11110999999999999,0.544439,0.188887,0.244442,stair2,100
396,0.633327,1.299987,0.39999599999999996,0.088888,0.577772,0.16666499999999998,0.255553,stair2,100
397,1.22221,1.899981,0.511106,0.09999899999999999,0.577772,0.177776,0.255553,stair2,100
470,0.7888809999999999,1.4444299999999999,0.455551,0.044444,0.611105,0.11110999999999999,0.23333099999999998,stair2,100
471,1.433319,2.066646,0.55555,0.044444,0.5888829999999999,0.133332,0.211109,stair2,100
472,0.633327,1.288876,0.488884,0.044444,0.611105,0.11110999999999999,0.23333099999999998,stair2,100
473,1.244432,1.9444249999999998,0.622216,0.088888,0.611105,0.188887,0.29999699999999996,stair2,100
474,0.711104,1.3888749999999999,0.544439,0.05555499999999999,0.622216,0.122221,0.23333099999999998,stair2,100
475,1.322209,2.011091,0.633327,0.11110999999999999,0.577772,0.211109,0.288886,stair2,100
476,0.644438,1.3888749999999999,0.577772,0.066666,0.677771,0.188887,0.29999699999999996,stair2,100
477,1.344431,1.9888689999999998,0.566661,0.09999899999999999,0.544439,0.177776,0.244442,stair2,100
542,0.6666599999999999,1.4666519999999998,0.46666199999999997,0.144443,0.6555489999999999,0.16666499999999998,0.288886,stair2,100
543,1.344431,1.977758,0.488884,0.09999899999999999,0.533328,0.188887,0.288886,stair2,100
544,0.699993,1.5222069999999999,0.47777299999999995,0.122221,0.699993,0.144443,0.22221999999999997,stair2,100
546,0.644438,1.3333199999999998,0.511106,0.133332,0.55555,0.211109,0.322219,stair2,100
547,1.288876,1.9888689999999998,0.55555,0.144443,0.55555,0.22221999999999997,0.288886,stair2,100
548,0.5999939999999999,1.288876,0.488884,0.155554,0.533328,0.22221999999999997,0.29999699999999996,stair2,100
549,1.288876,1.9666469999999998,0.488884,0.09999899999999999,0.577772,0.23333099999999998,0.33332999999999996,stair2,100
550,0.633327,1.288876,0.43332899999999996,0.09999899999999999,0.55555,0.188887,0.244442,stair2,100
551,1.266654,1.933314,0.46666199999999997,0.09999899999999999,0.566661,0.23333099999999998,0.29999699999999996,stair2,100
552,0.711104,1.322209,0.411107,0.05555499999999999,0.55555,0.122221,0.211109,stair2,100
553,1.266654,1.933314,0.55555,0.133332,0.533328,0.22221999999999997,0.29999699999999996,stair2,100
