,Hx,Hy,Hz,Rx,Ry,Rz,Lx,Ly,Lz,RRx,RRy,RRz,LRx,LRy,LRz
0,-0.013489234,-0.0037137999999999893,0.0052327899999999984,-0.0017351100000000037,0.004010533999999998,0.003270049999999991,6.059100000000133e-05,-0.002338504999999999,0.0007769199999999698,0.13622614996339324,0.9185418035569946,2.5016539575560213,0.3937037354387525,-0.7563928708775051,-0.7242502007977318
1,-0.014761362399999997,-0.0039625999999999715,0.0058937099999999965,-0.0019299599999999945,0.005838753999999997,0.004590890000000014,-0.00012838369999999892,-0.0028166760000000015,0.0008408799999999661,0.12338319996339324,0.9212330035569947,2.521274757556021,0.39518214543875246,-0.758033570877505,-0.7265707007977317
2,-0.015940824,-0.004180399999999973,0.006716939999999988,-0.0020607000000000043,0.008352588,0.0061930600000000054,-0.0002880518999999974,-0.003175378000000001,0.0008710699999999849,0.10894236896339324,0.9252990035569948,2.5440507575560214,0.39632032543875245,-0.7609126708775051,-0.7288897007977317
3,-0.017076864799999997,-0.0043676000000000045,0.007645410000000003,-0.0021501699999999986,0.011732005999999998,0.008207960000000004,-0.00030285599999999984,-0.0037005430000000006,0.0006011599999999895,0.09071185296339326,0.9293187035569946,2.5702689575560216,0.3968982454387525,-0.7642472708775052,-0.7310848007977317
4,-0.018085966300000002,-0.004611199999999971,0.008765390000000001,-0.0023288900000000058,0.015982650999999997,0.010582299999999989,-0.0006024558000000001,-0.0039273269999999996,0.000716659999999969,0.07118356596339324,0.9353280035569945,2.597038757556021,0.3982095854387525,-0.7676524708775052,-0.7327128007977319
5,-0.0190234918,-0.004927300000000012,0.010082080000000004,-0.0026111899999999967,0.021955271,0.013527800000000001,-0.0007369073999999989,-0.004423260999999998,0.0005689299999999786,0.053595815963393245,0.9396456035569946,2.6253259575560213,0.3998122554387525,-0.7697615708775052,-0.7334936007977317
6,-0.019704491499999997,-0.005137700000000023,0.01143616,-0.003187380000000001,0.029239315999999994,0.01660044999999999,-0.0006329480999999986,-0.004992246000000001,0.00021394999999998498,0.04180604096339324,0.9450426035569945,2.6554988575560214,0.4007625154387525,-0.771659970877505,-0.7338840007977319
7,-0.0204335186,-0.00540980000000002,0.013412150000000001,-0.004867180000000004,0.040839166999999996,0.019959599999999987,-0.0007236749999999983,-0.005130314000000001,0.00023374999999997703,0.6636395229633931,0.9542899035569945,2.700690457556021,0.4010872754387525,-0.7733983708775052,-0.7343624007977316
8,-0.02093117795,-0.005521100000000012,0.015157869999999995,-0.006144789999999997,0.053041127,0.023829670000000004,-0.0011010798,-0.004767990999999999,0.0007871199999999856,0.6487724510633933,0.9650467035569946,2.7371674575560214,0.4010331554387525,-0.7722925708775049,-0.7350410007977317
9,-0.021211813919999996,-0.0055128999999999985,0.017016300000000005,-0.00740875,0.06642967699999999,0.028524170000000005,-0.0010801023999999992,-0.004659297,0.0008645399999999692,1.2558799612633933,0.9806798035569948,2.772073857556021,0.4003589254387525,-0.7697715708775051,-0.7361483007977319
10,-0.021397615199999998,-0.005402700000000005,0.01881301,-0.008714119999999997,0.080176157,0.03412774000000002,-0.0011309863999999993,-0.0043949620000000005,0.0010376399999999953,1.2376228547633934,0.9896259035569948,2.805286657556021,0.3997650854387525,-0.7697522708775052,-0.7367611007977317
11,-0.021435582599999996,-0.0052081000000000046,0.020615210000000002,-0.010461429999999999,0.094810127,0.040373959999999987,-0.0010920220999999992,-0.004195239000000002,0.0009745899999999974,1.8512520952633935,0.9929789035569945,2.835901057556021,0.39852056543875247,-0.7706900708775051,-0.7369848007977318
12,-0.021414213199999997,-0.004984200000000017,0.022456330000000004,-0.012097590000000002,0.109490087,0.04667849,-0.0010106950999999994,-0.0040798200000000005,0.0007572899999999883,4.350982894863394,0.9994575035569946,2.862760157556021,0.3974333854387525,-0.7730853708775051,-0.7367172007977317
13,-0.021268983999999998,-0.004636299999999971,0.02439639,-0.013782879999999994,0.124424397,0.054016569999999986,-0.0009867822000000008,-0.003930904000000001,0.0007085699999999862,5.594393808963393,1.0093092035569948,2.884970157556021,0.3965225554387525,-0.7748207708775048,-0.7355856007977317
14,-0.021040521699999995,-0.004213399999999967,0.026325780000000003,-0.015616180000000004,0.138859847,0.06170856,-0.0008693410999999999,-0.0037665119999999996,0.0006981299999999968,5.579419476963393,1.0213207035569947,2.904368057556021,0.3955583554387525,-0.775036070877505,-0.7351246007977317
15,-0.020733764000000002,-0.00367369999999998,0.02835954000000001,-0.017014929999999998,0.152993127,0.07075753999999998,-0.0007930225999999996,-0.003619527999999998,0.0005751699999999915,5.5684579790633935,1.0320825035569947,2.9205812575560213,0.39443584543875254,-0.7741164708775051,-0.7342751007977317
16,-0.020352994199999995,-0.0030964999999999908,0.030443039999999998,-0.018177860000000004,0.166238887,0.07976306999999998,-0.0006872738000000009,-0.0033814440000000017,0.00043908999999999756,6.191939434963393,1.0387609035569945,2.9353984575560212,0.3932032154387524,-0.7733581708775051,-0.7334895007977319
17,-0.0199818269,-0.0025801000000000183,0.03262935,-0.019230550000000003,0.17836257699999997,0.08902488,-0.0007882454999999988,-0.0031560440000000024,0.0005090900000000009,6.190485834963392,1.0419413035569947,2.946606157556021,0.3930826054387525,-0.7739404708775052,-0.7323492007977318
18,-0.019537638000000003,-0.002043499999999976,0.034992340000000004,-0.020052690000000005,0.190025957,0.09927920999999999,-0.0008318134,-0.002929711,0.00033719999999999307,6.192354534963393,1.0428032035569947,2.9546484575560212,0.3928562354387525,-0.7748399708775051,-0.7315463007977316
19,-0.019123456599999998,-0.0015844000000000192,0.03737332,-0.020784579999999993,0.20037590700000002,0.10911380999999998,-0.0009248721999999997,-0.0027147770000000002,0.00038079999999997006,5.566518456763393,1.0423741035569947,2.959887557556021,0.3935159354387525,-0.7768883708775051,-0.7308425007977316
20,-0.018688583,-0.0012485000000000079,0.039988100000000006,-0.02145679,0.209951747,0.11906145999999998,-0.000976225999999999,-0.0025644539999999994,0.00041820999999997444,4.941889481963393,1.0412851035569948,2.9630232575560216,0.3940266754387525,-0.777210370877505,-0.7304281007977319
21,-0.018308672500000005,-0.0010014999999999664,0.042680720000000005,-0.02153773,0.21731345700000002,0.1293958,-0.0009926455999999997,-0.0024811990000000008,0.000328179999999989,3.066135404963393,1.0362565035569946,2.9608132575560213,0.3939797754387525,-0.7770471708775052,-0.7305541007977319
22,-0.017925266999999998,-0.0008823000000000248,0.045540420000000005,-0.02183712,0.223642837,0.13984284,-0.001045747400000001,-0.0023561250000000006,0.000485369999999985,3.0758972619633935,1.0303157035569945,2.955316057556021,0.3941721254387526,-0.777953570877505,-0.7311706007977317
23,-0.01755332004,-0.0009001000000000037,0.048412949999999996,-0.022063380000000007,0.22924833699999997,0.15012410999999998,-0.000992026699999999,-0.002222107000000001,0.00048570999999998367,3.084909425963393,1.0257886035569945,2.948894557556021,0.3944130954387525,-0.778753670877505,-0.7320018007977318
24,-0.017196739649999997,-0.001094700000000004,0.05142662,-0.022049109999999997,0.23214849699999998,0.16068883,-0.0010084383,-0.002206685,0.000521349999999976,3.0947868129633935,1.0210778035569947,2.936113857556021,0.39454850543875253,-0.780277170877505,-0.7333928007977317
25,-0.01681352762,-0.0014510000000000022,0.05447141,-0.022111700000000005,0.23481400699999994,0.17110166,-0.0010319112000000017,-0.002043270000000001,0.0007452799999999815,3.1042659729633932,1.0176255035569948,2.924119257556021,0.3951433054387525,-0.7814239708775051,-0.7348343007977316
26,-0.016473302399999997,-0.0019488999999999867,0.05750320000000001,-0.022314050000000002,0.236048217,0.18146986999999998,-0.0010423294999999991,-0.0019871250000000006,0.0008554000000000062,3.113536672963393,1.0156515035569946,2.909524957556021,0.3957056054387525,-0.7826023708775052,-0.7367501007977318
27,-0.016122703699999998,-0.002547300000000008,0.06067418000000001,-0.022333040000000002,0.23666545699999997,0.19203349,-0.0011039344999999989,-0.0019475930000000003,0.0009561399999999942,3.122611711963393,1.0150478035569945,2.893176257556021,0.39586922543875247,-0.784919270877505,-0.7390440007977318
28,-0.0157397629,-0.0032576999999999858,0.06372747000000001,-0.02195172,0.235495557,0.20207118,-0.0011193378000000005,-0.0018237569999999994,0.0011375899999999772,3.1313325149633933,1.0163602035569947,2.8755544575560212,0.39578242543875247,-0.787853970877505,-0.7422128007977318
29,-0.015313370699999999,-0.004140699999999997,0.06683795000000001,-0.021681900000000007,0.233911597,0.21200044999999998,-0.0010000438000000002,-0.0017957209999999988,0.00113513999999999,3.139497286963393,1.0180203035569944,2.857713457556021,0.39602984543875247,-0.7902787708775051,-0.7458384007977318
30,-0.014871333999999996,-0.0050701999999999805,0.06987635000000002,-0.021334509999999994,0.23120450700000003,0.2221211,-0.0009780358999999996,-0.001798536000000002,0.0012342699999999818,3.147301104963393,1.0195864035569948,2.837926457556021,0.3959942054387525,-0.7919141708775053,-0.7493130007977318
31,-0.014399913999999996,-0.0060781999999999226,0.07293037000000001,-0.021000079999999997,0.22735573699999997,0.23185488000000004,-0.0008996110000000015,-0.0017669450000000002,0.0015126299999999927,3.155906034963393,1.0205415035569947,2.8169214575560213,0.39590478543875246,-0.7937658708775049,-0.7535807007977318
32,-0.013862065699999999,-0.007136500000000013,0.07592436,-0.02024037,0.22323680699999998,0.24128464,-0.0008290498999999986,-0.001720575000000002,0.001785559999999975,3.164743704963393,1.0207953035569948,2.7946643575560213,0.39627313543875253,-0.7955915708775052,-0.7577257007977318
33,-0.013282412499999998,-0.008311500000000005,0.07897459,-0.01982977,0.218646297,0.25108206,-0.0007226355999999992,-0.0018058999999999979,0.002004219999999979,3.1739945849633933,1.0200009035569946,2.7700399575560213,0.3968428954387525,-0.797535770877505,-0.7622334007977318
34,-0.012707930399999998,-0.009488699999999971,0.08200568000000001,-0.01935163,0.213668557,0.26016712000000003,-0.0007813117999999994,-0.0018726130000000008,0.0023947099999999666,3.1827453649633934,1.0192171035569946,2.745272957556021,0.39760279543875254,-0.8004149708775049,-0.7677375007977318
35,-0.012093093599999997,-0.010690399999999966,0.08511144999999999,-0.01867718,0.20869170699999998,0.26890956,-0.000870626,-0.001914478,0.0030108699999999767,3.1907382149633934,1.0209901035569946,2.719652657556021,0.3985216054387525,-0.8043363708775051,-0.7738838007977317
36,-0.011353920999999998,-0.01190040000000001,0.08839598000000001,-0.018151000000000004,0.20338804699999996,0.27790809000000005,-0.0008749843000000007,-0.002025460000000001,0.0034700299999999907,2.5703302174633937,1.0243924035569942,2.692825857556021,0.3992359054387525,-0.8053820708775049,-0.7812066007977319
37,-0.010608318,-0.013080899999999973,0.09178666000000002,-0.017292030000000003,0.19765247699999997,0.28636627,-0.0008952489000000006,-0.0021072630000000007,0.003961429999999988,1.9501457727633933,1.0281120035569944,2.6652792575560214,0.40016147543875247,-0.806910070877505,-0.7893920007977318
38,-0.009764863,-0.014225799999999955,0.09541659000000001,-0.016287020000000003,0.19191412700000002,0.29456907,-0.0008354069999999992,-0.0021293160000000018,0.004652189999999989,1.3305871806233933,1.0289201035569946,2.638084557556021,0.4003792254387525,-0.8104700708775049,-0.7984343007977319
39,-0.008859698,-0.015325199999999994,0.09922102000000001,-0.015235209999999999,0.186016187,0.3026535,-0.0008130554999999987,-0.0022197490000000013,0.005189549999999965,0.08510016616339325,1.0235762035569946,2.6094784575560213,0.40104020543875246,-0.813661470877505,-0.8073462007977318
40,-0.007923805999999997,-0.01640689999999998,0.10321079000000002,-0.013913370000000008,0.18010037699999998,0.31032062000000005,-0.0008099861000000006,-0.0023447749999999977,0.005699449999999972,0.09692220696339324,1.0114119035569946,2.5805984575560212,0.4016643054387525,-0.8164796708775052,-0.8172524007977318
