,time,y,velY,type
0,0.0,0.11778200000000005,0.10791080835716452,Head 2
1,0.011111,0.11936999999999998,0.12541611878572487,Head 2
2,0.022222,0.12154899999999991,0.16076403995266492,Head 2
3,0.033333,0.12422099999999991,0.20062322238835695,Head 2
4,0.044444,0.12741899999999995,0.24422305030857117,Head 2
5,0.05555499999999999,0.13110500000000003,0.2879831838708763,Head 2
6,0.066666,0.13478999999999997,0.30981825020201803,Head 2
7,0.077777,0.13890399999999992,0.34004097641952,Head 2
8,0.088888,0.14283099999999993,0.34673725537743233,Head 2
9,0.09999899999999999,0.14689299999999994,0.35616045560699583,Head 2
10,0.11110999999999999,0.15116200000000002,0.37018714887271215,Head 2
11,0.122221,0.15507099999999996,0.36100033350394406,Head 2
12,0.133332,0.15900800000000004,0.3576669384196923,Head 2
13,0.144443,0.16253000000000006,0.33732505412569647,Head 2
14,0.155554,0.1662349999999999,0.33538919432951403,Head 2
15,0.16666499999999998,0.16952499999999993,0.31574607767956286,Head 2
16,0.177776,0.17271900000000007,0.30160447615416097,Head 2
17,0.188887,0.17581199999999986,0.28998862994098973,Head 2
18,0.19999799999999998,0.17894999999999994,0.2862057270846199,Head 2
19,0.211109,0.18169900000000005,0.26680910060468566,Head 2
20,0.22221999999999997,0.18469500000000005,0.2682258985158249,Head 2
21,0.23333099999999998,0.1874389999999999,0.2575941840702542,Head 2
22,0.244442,0.19012600000000002,0.24971330119722351,Head 2
23,0.255553,0.19326699999999986,0.26620306406273914,Head 2
24,0.266664,0.19622499999999987,0.2662128631446814,Head 2
25,0.277775,0.199025,0.25910769158494695,Head 2
26,0.288886,0.201635,0.24700502030421867,Head 2
27,0.29999699999999996,0.20414599999999994,0.23649864011340582,Head 2
28,0.311108,0.20644200000000001,0.22157035326703844,Head 2
29,0.322219,0.20882599999999996,0.21806624944424471,Head 2
30,0.33332999999999996,0.21108799999999994,0.21082414263230084,Head 2
31,0.344441,0.21324600000000005,0.20252304242586622,Head 2
32,0.355552,0.2156039999999999,0.20737258232353795,Head 2
33,0.36666299999999996,0.21788799999999986,0.20646731897204496,Head 2
34,0.377774,0.21987,0.19242455139494835,Head 2
35,0.388885,0.22186899999999987,0.18616817525646356,Head 2
36,0.39999599999999996,0.2235609999999999,0.16922484903584706,Head 2
37,0.411107,0.22548299999999988,0.1711032894265717,Head 2
38,0.422218,0.2273559999999999,0.16983748757171505,Head 2
