,time,y,velY,type
0,0.0,0.23892999999999986,0.13222267851092945,Head 2
1,0.011111,0.24182099999999984,0.1962076402184733,Head 2
2,0.022222,0.24445899999999998,0.21681500722111408,Head 2
3,0.033333,0.248502,0.29034432297875157,Head 2
4,0.044444,0.253228,0.3578442882106434,Head 2
5,0.05555499999999999,0.25793999999999984,0.39096426452651817,Head 2
6,0.066666,0.26437299999999997,0.48497002714221393,Head 2
7,0.077777,0.271814,0.5773333620545933,Head 2
8,0.088888,0.2790039999999998,0.6122199165596434,Head 2
9,0.09999899999999999,0.2875939999999999,0.6926638238184815,Head 2
10,0.11110999999999999,0.29531699999999983,0.6938703872939912,Head 2
11,0.122221,0.30134799999999995,0.6183329076241408,Head 2
12,0.133332,0.30823599999999995,0.619129553443067,Head 2
13,0.144443,0.3146019999999998,0.596037641450175,Head 2
14,0.155554,0.320419,0.5597864384012725,Head 2
15,0.16666499999999998,0.3261019999999999,0.5356307765762047,Head 2
16,0.177776,0.3317979999999998,0.5241379515137312,Head 2
17,0.188887,0.33991099999999985,0.6271576266433762,Head 2
18,0.19999799999999998,0.34614299999999987,0.594021617749733,Head 2
19,0.211109,0.35157799999999995,0.5415882546493278,Head 2
20,0.22221999999999997,0.3588969999999998,0.6001524209075931,Head 2
21,0.23333099999999998,0.363993,0.5293985036767384,Head 2
22,0.244442,0.36911499999999986,0.49519155676141163,Head 2
23,0.255553,0.37561599999999995,0.5401437038599647,Head 2
24,0.266664,0.38088599999999984,0.5072242234536924,Head 2
25,0.277775,0.3861699999999999,0.4913944895506275,Head 2
26,0.288886,0.3912129999999998,0.4726345141480034,Head 2
27,0.29999699999999996,0.3975529999999998,0.5216201101025326,Head 2
28,0.311108,0.40251799999999993,0.48423728932361393,Head 2
29,0.322219,0.4071779999999998,0.4518207416827721,Head 2
30,0.33332999999999996,0.41193499999999994,0.4399775115127983,Head 2
31,0.344441,0.4168529999999999,0.4413009688785294,Head 2
32,0.355552,0.4218949999999999,0.4475427533619535,Head 2
33,0.36666299999999996,0.4272969999999998,0.4668638076052818,Head 2
34,0.377774,0.4324379999999999,0.4647792172757784,Head 2
35,0.388885,0.4359139999999999,0.38881117285353295,Head 2
36,0.39999599999999996,0.44006199999999995,0.3810674530454345,Head 2
37,0.411107,0.44484499999999993,0.40577087889424013,Head 2
38,0.422218,0.449897,0.43022771286985684,Head 2
39,0.43332899999999996,0.4545299999999999,0.4236009413057721,Head 2
40,0.44443999999999995,0.4591409999999998,0.4192975456236322,Head 2
41,0.455551,0.46386899999999986,0.42241090043309526,Head 2
42,0.46666199999999997,0.46798399999999996,0.3963823019850694,Head 2
43,0.47777299999999995,0.471935,0.3759879289603161,Head 2
44,0.488884,0.47598699999999994,0.3703357878983897,Head 2
45,0.49999499999999997,0.479727,0.3534695769660285,Head 2
46,0.511106,0.4827619999999999,0.31331115424666733,Head 2
47,0.5222169999999999,0.48624999999999985,0.31361714673902696,Head 2
48,0.533328,0.4888819999999998,0.2752497577813562,Head 2
49,0.544439,0.49141499999999994,0.251611018752082,Head 2
50,0.55555,0.4942469999999999,0.25324678378878274,Head 2
51,0.566661,0.49611099999999997,0.2105042307027834,Head 2
52,0.577772,0.4985419999999998,0.21464820931232456,Head 2
53,0.5888829999999999,0.5003579999999999,0.18904492186433616,Head 2
54,0.5999939999999999,0.5021799999999998,0.17651328084036672,Head 2
55,0.611105,0.5035909999999999,0.15175227537653524,Head 2
56,0.622216,0.5051999999999999,0.14828186174550692,Head 2
57,0.633327,0.5059239999999998,0.1067212566760091,Head 2
58,0.644438,0.5066959999999998,0.08810097574147835,Head 2
59,0.6555489999999999,0.5076859999999999,0.08860093337519631,Head 2
60,0.6666599999999999,0.5082059999999999,0.0677007006899416,Head 2
61,0.677771,0.5083219999999999,0.03907040254549303,Head 2
62,0.688882,0.5085249999999999,0.028670292623657917,Head 2
63,0.699993,0.508408,0.009070093661305931,Head 2
64,0.711104,0.5083389999999999,0.0014300157803381081,Head 2
65,0.7222149999999999,0.5078749999999999,-0.020165200911919867,Head 2
66,0.7333259999999999,0.507093,-0.0452729523594717,Head 2
67,0.7444369999999999,0.5065949999999999,-0.0450467002819818,Head 2
68,0.755548,0.5061169999999999,-0.04403356524314095,Head 2
69,0.766659,0.50545,-0.052032082774570804,Head 2
70,0.77777,0.5041499999999999,-0.084516626393139,Head 2
71,0.7888809999999999,0.5033799999999999,-0.07690865970003172,Head 2
0,0.0,0.22384300000000001,0.04103856532327569,Head 2
1,0.011111,0.225603,0.0997200746695572,Head 2
2,0.022222,0.228194,0.16645620329643868,Head 2
3,0.033333,0.2311240000000001,0.21507942016140894,Head 2
4,0.044444,0.23365199999999997,0.22130084769207445,Head 2
5,0.05555499999999999,0.2371240000000001,0.26689198626166777,Head 2
6,0.066666,0.24099899999999996,0.3078227368982649,Head 2
7,0.077777,0.24416900000000008,0.2965627949634029,Head 2
8,0.088888,0.24944500000000014,0.38570377170544634,Head 2
9,0.09999899999999999,0.25448800000000005,0.4197891552254128,Head 2
10,0.11110999999999999,0.26086200000000015,0.4967274459413943,Head 2
11,0.122221,0.26086200000000015,0.24836372297069714,Head 2
12,0.133332,0.2753460000000001,0.7759683793505247,Head 2
13,0.144443,0.2753460000000001,0.3879841896752623,Head 2
14,0.155554,0.28863400000000006,0.7919580744974263,Head 2
15,0.16666499999999998,0.2950520000000001,0.684791925377596,Head 2
16,0.177776,0.30047100000000015,0.5862534012631866,Head 2
17,0.188887,0.305928,0.538694156306142,Head 2
18,0.19999799999999998,0.311677,0.528054665228942,Head 2
19,0.211109,0.3183020000000001,0.5621553138942884,Head 2
20,0.22221999999999997,0.3183020000000001,0.2810776569471442,Head 2
21,0.23333099999999998,0.3301860000000001,0.675324176327051,Head 2
22,0.244442,0.33680600000000016,0.635565067193319,Head 2
23,0.255553,0.34274000000000004,0.5848152039233575,Head 2
24,0.266664,0.34274000000000004,0.29240760196167875,Head 2
25,0.277775,0.355197,0.7067744066868938,Head 2
26,0.288886,0.36127200000000004,0.6267649371207871,Head 2
27,0.29999699999999996,0.36766699999999997,0.6011603463391682,Head 2
28,0.311108,0.37340799999999996,0.5589277566454187,Head 2
29,0.322219,0.37997000000000014,0.5747568312522466,Head 2
30,0.33332999999999996,0.37997000000000014,0.2873784156261233,Head 2
31,0.344441,0.3914900000000001,0.6620943918649012,Head 2
32,0.355552,0.39704000000000006,0.5807996934574233,Head 2
33,0.36666299999999996,0.40254100000000004,0.5379473222034654,Head 2
34,0.377774,0.408104,0.5193111644767658,Head 2
35,0.388885,0.41352600000000006,0.5036480221627839,Head 2
36,0.39999599999999996,0.418971,0.4968514613558912,Head 2
37,0.411107,0.4243650000000001,0.4911581580022243,Head 2
38,0.422218,0.429891,0.49425156572597584,Head 2
39,0.43332899999999996,0.429891,0.24712578286298792,Head 2
40,0.44443999999999995,0.439484,0.5552522083246612,Head 2
41,0.455551,0.44384,0.47364806438193396,Head 2
42,0.46666199999999997,0.44826500000000014,0.4359510234608852,Head 2
43,0.47777299999999995,0.45219300000000007,0.3947372793481157,Head 2
44,0.488884,0.4559230000000001,0.36522031819084355,Head 2
45,0.49999499999999997,0.45936,0.33727670576088453,Head 2
46,0.511106,0.4628620000000001,0.32622992879620666,Head 2
47,0.5222169999999999,0.46623400000000004,0.31485648181327436,Head 2
48,0.533328,0.46623400000000004,0.15742824090663718,Head 2
