,time,y,velY,type
0,0.0,-0.020336000000000132,0.1752315463459824,Head 1
1,0.011111,-0.018340000000000023,0.1774366713819782,Head 1
2,0.022222,-0.01473200000000019,0.25107995930721777,Head 1
3,0.033333,-0.011191000000000173,0.2848865731195443,Head 1
4,0.044444,-0.005157999999999996,0.41393100143692896,Head 1
5,0.05555499999999999,-6.900000000009676e-05,0.43597279079136064,Head 1
6,0.066666,0.006755999999999984,0.5251144666763967,Head 1
7,0.077777,0.014236999999999833,0.5992055998218564,Head 1
8,0.088888,0.021232999999999835,0.6144259481424106,Head 1
9,0.09999899999999999,0.03044799999999981,0.7218921208626721,Head 1
10,0.11110999999999999,0.03833999999999982,0.7160896118668509,Head 1
11,0.122221,0.04725399999999991,0.7591788172735429,Head 1
12,0.133332,0.05596800000000002,0.7717233299759898,Head 1
13,0.144443,0.06479299999999988,0.7829906362777015,Head 1
14,0.155554,0.07334399999999985,0.7762941661273295,Head 1
15,0.16666499999999998,0.08171399999999984,0.7648008496013297,Head 1
16,0.177776,0.08972099999999994,0.7427190279867011,Head 1
17,0.188887,0.097634,0.727448074878962,Head 1
18,0.19999799999999998,0.1052789999999999,0.7077524777238795,Head 1
19,0.211109,0.11306799999999995,0.7043847439469927,Head 1
20,0.22221999999999997,0.11919799999999992,0.6280451305010802,Head 1
21,0.23333099999999998,0.125413,0.5937003620285115,Head 1
22,0.244442,0.13141499999999984,0.5669428819412579,Head 1
23,0.255553,0.13794299999999993,0.5772343786000093,Head 1
24,0.266664,0.143864,0.5550648537766523,Head 1
25,0.277775,0.14979799999999988,0.5445650972150242,Head 1
26,0.288886,0.15618699999999985,0.5597904236862619,Head 1
27,0.29999699999999996,0.16230899999999981,0.5553879667706785,Head 1
28,0.311108,0.16800899999999985,0.5341965484109912,Head 1
29,0.322219,0.17349899999999985,0.5141507447302006,Head 1
30,0.33332999999999996,0.17925499999999994,0.5160979625910068,Head 1
31,0.344441,0.18504999999999994,0.518826589071581,Head 1
32,0.355552,0.19083899999999998,0.5199208996118432,Head 1
33,0.36666299999999996,0.19341699999999995,0.3759716099175213,Head 1
34,0.377774,0.19731199999999993,0.3632625577262875,Head 1
35,0.388885,0.20160599999999995,0.3748632111824679,Head 1
36,0.39999599999999996,0.20636999999999994,0.4018137494126718,Head 1
37,0.411107,0.21013799999999994,0.3704685703232918,Head 1
38,0.422218,0.213468,0.33508578367663355,Head 1
39,0.43332899999999996,0.21636299999999986,0.29781919460133854,Head 1
40,0.44443999999999995,0.21906799999999982,0.27063581456283997,Head 1
41,0.455551,0.2218239999999998,0.25933914749382125,Head 1
42,0.46666199999999997,0.22390299999999996,0.2232255093062736,Head 1
43,0.47777299999999995,0.22621199999999986,0.21551879371352267,Head 1
44,0.488884,0.2281009999999999,0.19276524691526326,Head 1
45,0.49999499999999997,0.23001399999999994,0.18246848431624263,Head 1
46,0.511106,0.23164299999999982,0.1645399752154465,Head 1
47,0.5222169999999999,0.23253199999999996,0.12227538766173007,Head 1
48,0.533328,0.23372700000000002,0.11491323158624517,Head 1
49,0.544439,0.23455499999999985,0.09471698839684092,Head 1
50,0.55555,0.23524699999999998,0.07849880560154066,Head 1
51,0.566661,0.2356879999999999,0.05909460125275097,Head 1
52,0.577772,0.23630799999999996,0.05744757962916844,Head 1
53,0.5888829999999999,0.23668,0.045463957216259995,Head 1
54,0.5999939999999999,0.23685199999999984,0.03047205600889676,Head 1
55,0.611105,0.2370509999999999,0.0241911175553466,Head 1
56,0.622216,0.23719899999999994,0.01875562537834097,Head 1
57,0.633327,0.2371239999999999,0.006002778938830855,Head 1
58,0.644438,0.23699799999999982,-0.002668667231154751,Head 1
59,0.6555489999999999,0.236151,-0.03944971476938082,Head 1
60,0.6666599999999999,0.23562899999999987,-0.04321509228704544,Head 1
61,0.677771,0.23482599999999998,-0.05774290749713118,Head 1
62,0.688882,0.23422599999999982,-0.05587172375127264,Head 1
63,0.699993,0.234224,-0.028025862775637917,Head 1
64,0.711104,0.23464399999999985,0.004887257614064984,Head 1
65,0.7222149999999999,0.23477599999999987,0.008383688207627443,Head 1
66,0.7333259999999999,0.2349889999999999,0.013776939954773075,Head 1
67,0.7444369999999999,0.23498799999999997,0.00684346952738574,Head 1
68,0.755548,0.23483799999999988,-0.0033283327369863897,Head 1
69,0.766659,0.23489899999999997,0.0010808610817853025,Head 1
0,0.0,-0.021715999999999847,-0.013884751582775207,Head 1
1,0.011111,-0.021715999999999847,-0.006942375791387604,Head 1
2,0.022222,-0.020478999999999914,0.05219436875986972,Head 1
3,0.033333,-0.018921999999999883,0.09616288503694281,Head 1
4,0.044444,-0.01629400000000003,0.1663426251302909,Head 1
5,0.05555499999999999,-0.012908999999999837,0.23549783583038683,Head 1
6,0.066666,-0.008478999999999903,0.31710091143512564,Head 1
7,0.077777,-0.0044519999999999005,0.3397672678856847,Head 1
8,0.088888,0.0011950000000000571,0.4240011751182522,Head 1
9,0.09999899999999999,0.0011950000000000571,0.2120005875591261,Head 1
10,0.11110999999999999,0.007851000000000052,0.4055232890095152,Head 1
11,0.122221,0.0223040000000001,0.853153148419799,Head 1
