,index,time,y,velY
0,,0.0,0.0083564,0.09723948660102492
1,,0.011111,0.009761099999999995,0.11183187542183345
2,,0.022222,0.011350399999999997,0.12743515290306873
3,,0.033333,0.013829999999999995,0.17530069228269263
4,,0.044444,0.017026899999999998,0.23151228476073263
5,,0.05555499999999999,0.020912899999999998,0.29062789109785353
6,,0.066666,0.02666020000000001,0.40394503185979036
7,,0.077777,0.033493800000000004,0.5094875910806465
8,,0.088888,0.0430263,0.6837105852082199
9,,0.09999899999999999,0.05363079999999999,0.8190625646768301
10,,0.11110999999999999,0.062234899999999996,0.7967196542221341
11,,0.122221,0.07218580000000001,0.8461548050608472
12,,0.133332,0.08887949999999999,1.174301414770545
13,,0.144443,0.1061277,1.3633274691528912
14,,0.155554,0.1315153,1.8241171591106908
15,,0.16666499999999998,0.1515651,1.8143086020555708
16,,0.177776,0.17072120000000002,1.769187421358989
17,,0.188887,0.1895833,1.7333966987093745
18,,0.19999799999999998,0.20894840000000003,1.7381365637368322
19,,0.211109,0.2300065,1.8166922581081772
20,,0.22221999999999997,0.2499075,1.8039000845936441
21,,0.23333099999999998,0.26824760000000003,1.7272627954243545
22,,0.244442,0.2884331,1.7719879812780115
23,,0.255553,0.3068202,1.713421764916748
24,,0.266664,0.3227489,1.5735095504450547
25,,0.277775,0.3392989,1.5315122227970035
26,,0.288886,0.3520719,1.34054685930598
27,,0.29999699999999996,0.36484110000000003,1.2448931758504536
28,,0.311108,0.37696820000000003,1.1681715451747994
29,,0.322219,0.3882367,1.0911733434631068
30,,0.33332999999999996,0.3960271,0.896158177446612
31,,0.344441,0.4045756,0.8327654355867729
32,,0.355552,0.41097670000000003,0.7044350983171939
33,,0.36666299999999996,0.41298450000000003,0.4425694526776323
34,,0.377774,0.4170692,0.4050980644721949
35,,0.388885,0.4172807,0.2120666274120506
36,,0.39999599999999996,0.41629639999999996,0.06173937076659369
37,,0.411107,0.41480750000000005,-0.03613148462839896
38,,0.422218,0.4130006,-0.09937705542733312
39,,0.43332899999999996,0.4079107,-0.27873631819157046
40,,0.44443999999999995,0.40302889999999997,-0.3590513559277557
41,,0.455551,0.39840519999999996,-0.3875942586496851
42,,0.46666199999999997,0.3917115,-0.4950166415199631
43,,0.47777299999999995,0.3855275,-0.5257911035878083
44,,0.488884,0.3783642,-0.5852472753111411
45,,0.49999499999999997,0.3705203,-0.6456026674458666
46,,0.511106,0.3629901,-0.6616637223468215
47,,0.5222169999999999,0.3556836,-0.65962764913129
48,,0.533328,0.34716800000000003,-0.7130196566239637
49,,0.544439,0.3377374,-0.7808910721244204
50,,0.55555,0.33046580000000003,-0.7176708083149324
51,,0.566661,0.3230728,-0.6915237310407367
52,,0.577772,0.31631000000000004,-0.6500909088107993
53,,0.5888829999999999,0.3106293,-0.5806795107459648
54,,0.5999939999999999,0.3053138,-0.5295396473719012
55,,0.611105,0.2993592,-0.532729503282748
56,,0.622216,0.2938316,-0.515109239086247
57,,0.633327,0.2885552,-0.4949949939468682
58,,0.644438,0.2816009,-0.5604441264397299
59,,0.6555489999999999,0.27575510000000003,-0.5432856938561694
60,,0.6666599999999999,0.2700752,-0.5272409029086452
61,,0.677771,0.2653561,-0.47598207507056023
62,,0.688882,0.2665863,-0.1826314839397435
0,,0.0,0.043222699999999975,0.09801672403483275
1,,0.011111,0.045729699999999984,0.1618244901786984
2,,0.022222,0.048243799999999976,0.19404787644566238
3,,0.033333,0.051053299999999996,0.223452702510475
4,,0.044444,0.051053299999999996,0.1117263512552375
5,,0.05555499999999999,0.055010299999999984,0.2339299562954249
6,,0.066666,0.06447649999999999,0.5429482379803112
7,,0.077777,0.0696743,0.5053774580235461
8,,0.088888,0.0767942,0.5730874329988135
9,,0.09999899999999999,0.0841239,0.6163835148973905
10,,0.11110999999999999,0.0950596,0.8003031785629061
11,,0.122221,0.10777279999999997,0.9722513102786621
12,,0.133332,0.12438160000000001,1.233529129174073
13,,0.144443,0.12438160000000001,0.6167645645870365
14,,0.155554,0.14079479999999997,1.0469836683073765
15,,0.16666499999999998,0.17397929999999998,2.0168092673280205
16,,0.177776,0.18952159999999998,1.7078151277689517
17,,0.188887,0.20676379999999997,1.629814322952066
18,,0.19999799999999998,0.2237511,1.5793433058374784
19,,0.211109,0.24136739999999998,1.582413080333012
20,,0.22221999999999997,0.2585796,1.5657632857339636
21,,0.23333099999999998,0.27634970000000003,1.5825441394919486
22,,0.244442,0.27634970000000003,0.7912720697459743
23,,0.255553,0.29091369999999994,1.0510225887385218
24,,0.266664,0.3140944,1.5686532257885775
25,,0.277775,0.327465,1.3860096297244575
26,,0.288886,0.3355448,1.056599450808587
27,,0.29999699999999996,0.34307849999999995,0.8673196156031944
28,,0.311108,0.3525615999999999,0.86040357523927
29,,0.322219,0.3525615999999999,0.430201787619635
30,,0.33332999999999996,0.36099349999999997,0.5945401882027637
31,,0.344441,0.36349149999999997,0.40968121821262293
32,,0.355552,0.36349149999999997,0.20484060910631147
33,,0.36666299999999996,0.37536649999999994,0.6368006483565924
34,,0.377774,0.38135399999999997,0.5878405185802418
35,,0.388885,0.38135399999999997,0.2939202592901209
36,,0.39999599999999996,0.393119,0.6763904239480046
37,,0.411107,0.39775189999999994,0.5466777967998478
38,,0.422218,0.39775189999999994,0.2733388983999239
39,,0.43332899999999996,0.39775189999999994,0.13666944919996196
40,,0.44443999999999995,0.39775189999999994,0.06833472459998098
41,,0.455551,0.39775189999999994,0.03416736229999049
42,,0.46666199999999997,0.3607060999999999,-1.6499939896267135
43,,0.47777299999999995,0.34270139999999993,-1.6352165970093782
44,,0.488884,0.3244673,-1.6381510039317397
45,,0.49999499999999997,0.3312123,-0.515547466685517
46,,0.511106,0.32660069999999997,-0.4652978085835131
47,,0.5222169999999999,0.3189615,-0.5764163419661315
48,,0.533328,0.3115089,-0.6235785246866041
49,,0.544439,0.3035917,-0.6680668251189279
50,,0.55555,0.3035917,-0.33403341255946395
51,,0.566661,0.2883854,-0.8513070491831614
52,,0.577772,0.2802818,-0.7903191712480467
53,,0.5888829999999999,0.2726971,-0.7364744987731549
54,,0.5999939999999999,0.26525319999999997,-0.703216099175078
55,,0.611105,0.25833019999999995,-0.6631461649686934
56,,0.622216,0.2503934,-0.6887326540800611
57,,0.633327,0.242748,-0.6884127675044351
58,,0.644438,0.2428143,-0.34122285391691837
59,,0.6555489999999999,0.2428143,-0.17061142695845918
60,,0.6666599999999999,0.26491,0.9090107296852007
61,,0.677771,0.26491,0.45450536484260035
0,,0.0,0.00970745,0.2754653046530464
1,,0.011111,0.020016199999999998,0.601631041310413
2,,0.022222,0.02908492,0.7089120016200163
3,,0.033333,0.039594412999999995,0.8273879151291512
4,,0.044444,0.050153257,0.8888466890918911
5,,0.05555499999999999,0.06277871,1.0125744110566108
6,,0.066666,0.0736053,0.9934886275425254
7,,0.077777,0.08749557,1.1218127144552694
8,,0.088888,0.10137487,1.1854811029750927
9,,0.09999899999999999,0.11612581999999999,1.2565399394814256
10,,0.11110999999999999,0.13813472,1.6186803738447537
11,,0.122221,0.16205192,1.8856249497700053
12,,0.133332,0.18064142,1.7793483402436565
13,,0.144443,0.18064142,0.8896741701218283
14,,0.155554,0.22967362,2.651308149771561
15,,0.16666499999999998,0.25084962,2.2785836041810734
16,,0.177776,0.27307292,2.1393503026755427
17,,0.188887,0.29362812,1.9946684012702707
18,,0.19999799999999998,0.31406162000000004,1.9168508958020891
19,,0.211109,0.33311682000000004,1.8159180228267937
20,,0.22221999999999997,0.34802692,1.5789202210254922
