(-10079.17, 216.6127, 15904.82)
(-47.4174, 60.93019, 6.408171)
(-51.06153, 77.61345, -4.70297)
(-42.42403, 130.0707, -4.981897)
(-22.7262, 142.2699, -19.02991)
(0, 0, 0)
(-52.67462, 191.9432, 32.78409)
(-39.07759, 123.4356, 22.31225)
(-56.53947, 155.323, 6.527363)
(-36.9623, 123.0477, 2.004214)
(-41.94958, 140.3825, -11.32848)
(-50.86643, 142.3827, -6.983615)
(-51.96929, 139.7881, -9.056785)
(-55.66775, 132.8424, -11.89418)
(-47.1812, 126.4864, -4.294854)
(-52.32053, 111.6011, -7.329475)
(-61.86538, 117.002, -8.346746)
(-52.20089, 114.9983, 1.281408)
(-62.98623, 90.71701, -5.357319)
(-75.12137, 86.05861, -6.738961)
(-58.80315, 86.79605, 5.387712)
(-73.31071, 45.27957, 11.34788)
(-72.99757, 66.3951, 5.476692)
(-66.04529, 47.4512, 23.79833)
(-70.59657, 30.03259, 20.32072)
(-80.41104, 29.95314, 15.77901)
(-76.30824, 30.8703, 23.263)
(-84.51382, 5.010161, 20.27568)
(-90.66724, -7.142085, 19.67031)
(-86.82178, -17.84813, 24.57849)
(-84.94013, -29.89618, 25.91038)
(-82.60095, -28.93743, 26.86782)
(-80.40665, -51.89589, 32.73588)
(-79.74523, -49.21871, 30.8744)
(-74.95113, -77.83769, 33.47911)
(-82.33184, -70.5602, 30.67013)
(-75.39769, -82.96615, 28.09179)
(-70.43975, -88.62219, 25.68636)
(-74.85386, -95.62337, 20.45812)
(-70.60674, -97.39044, 25.25011)
(-64.73485, -97.04765, 25.72386)
(-62.75929, -110.3543, 18.05992)
(-55.17701, -106.3169, 19.57762)
(-48.44967, -111.8662, 20.22869)
(-54.83228, -110.1375, 10.52631)
(-43.17908, -103.6093, 7.245859)
(-39.93494, -107.3789, 10.69891)
(-54.05954, -115.7439, 5.802983)
(-38.95723, -114.77, 13.32328)
(-35.73926, -119.6691, 23.37321)
(-41.13274, -128.4924, 16.77792)
(-21.10481, -117.5688, 15.67683)
(-14.19044, -123.2342, 23.41456)
(-20.41401, -125.9133, 14.12794)
(-5.222578, -113.8225, 13.81807)
(-4.779805, -101.9061, 14.42962)
(-8.689075, -86.23055, 4.964565)
(-4.873167, -61.79002, 2.678085)
(4.14967, -70.37943, 1.676364)
